Country,Year,Ratio,Continent
Afghanistan,1970,0.768169999,Asia
Afghanistan,1971,0.923940003,Asia
Afghanistan,1972,0.952409983,Asia
Afghanistan,1973,1.097450018,Asia
Afghanistan,1974,1.026200056,Asia
Afghanistan,1975,1.080119967,Asia
Afghanistan,1976,1.222640038,Asia
Afghanistan,1977,1.358270049,Asia
Afghanistan,1978,1.746610045,Asia
Afghanistan,1979,1.881790042,Asia
Afghanistan,1982,1.744120002,Asia
Afghanistan,1986,2.204299927,Asia
Afghanistan,1987,1.743430018,Asia
Afghanistan,1990,2.273169994,Asia
Afghanistan,2003,1.256839991,Asia
Afghanistan,2004,1.256029963,Asia
Afghanistan,2009,3.903389931,Asia
Afghanistan,2011,3.755980015,Asia
Afghanistan,2014,8.662799835,Asia
Albania,1971,13.90859032,Europe
Albania,1972,14.92860985,Europe
Albania,1978,5.831719875,Europe
Albania,1981,5.189660072,Europe
Albania,1983,5.926320076,Europe
Albania,1984,6.560269833,Europe
Albania,1985,7.026239872,Europe
Albania,1986,7.221590042,Europe
Albania,1987,7.327420235,Europe
Albania,1988,7.738810062,Europe
Albania,1989,8.149889946,Europe
Albania,1990,8.369110107,Europe
Albania,1991,8.859930038,Europe
Albania,1992,9.29417038,Europe
Albania,1993,11.18873978,Europe
Albania,1994,10.6477499,Europe
Albania,1995,10.22033978,Europe
Albania,1996,10.96304989,Europe
Albania,1997,12.73375988,Europe
Albania,1998,13.59475994,Europe
Albania,1999,14.80504036,Europe
Albania,2000,15.6037302,Europe
Albania,2001,15.97496033,Europe
Albania,2002,16.43170929,Europe
Albania,2003,16.80555916,Europe
Albania,2004,20.05554008,Europe
Albania,2005,23.31110001,Europe
Albania,2006,26.62043953,Europe
Albania,2007,30.65366936,Europe
Albania,2008,32.07780075,Europe
Albania,2009,33.40074921,Europe
Albania,2010,44.54064941,Europe
Albania,2011,49.67039871,Europe
Albania,2012,58.56549072,Europe
Albania,2013,62.54776001,Europe
Albania,2014,62.70684814,Europe
Albania,2015,58.10995102,Europe
Algeria,1987,8.997110367,Africa
Algeria,1988,8.819529533,Africa
Algeria,1990,10.24524975,Africa
Algeria,1991,10.96181011,Africa
Algeria,1992,11.09426022,Africa
Algeria,1993,10.9375,Africa
Algeria,1994,10.4201498,Africa
Algeria,1995,10.10529041,Africa
Algeria,1996,11.36205959,Africa
Algeria,1999,13.65025043,Africa
Algeria,2001,15.56346035,Africa
Algeria,2002,17.27210999,Africa
Algeria,2003,18.47307014,Africa
Algeria,2004,19.04335976,Africa
Algeria,2005,20.76147079,Africa
Algeria,2006,21.2300396,Africa
Algeria,2007,23.4881897,Africa
Algeria,2009,29.81871986,Africa
Algeria,2010,29.83456039,Africa
Algeria,2011,31.20259094,Africa
Algeria,2012,32.23133087,Africa
Algeria,2013,33.96575928,Africa
Algeria,2014,34.59381104,Africa
Algeria,2015,36.92227936,Africa
Angola,1988,0.565559983,Africa
Angola,1989,0.546549976,Africa
Angola,1990,0.568279982,Africa
Angola,1991,0.572730005,Africa
Angola,1992,0.535279989,Africa
Angola,1998,0.598010004,Africa
Angola,1999,0.545960009,Africa
Angola,2002,0.796679974,Africa
Angola,2003,2.951679945,Africa
Angola,2004,2.219850063,Africa
Angola,2005,2.748780012,Africa
Angola,2006,2.69178009,Africa
Angola,2011,6.946090221,Africa
Angola,2013,9.923569679,Africa
Angola,2015,9.308019638,Africa
Antigua and Barbuda,2009,14.81005001,North America
Antigua and Barbuda,2010,16.2319603,North America
Antigua and Barbuda,2011,14.36835957,North America
Antigua and Barbuda,2012,23.48624039,North America
Arab World,1970,5.89729023,
Arab World,1971,5.890620232,
Arab World,1972,6.169499874,
Arab World,1973,6.531239986,
Arab World,1974,6.933239937,
Arab World,1975,7.477839947,
Arab World,1976,8.1353302,
Arab World,1977,8.775919914,
Arab World,1978,9.215439796,
Arab World,1979,9.260569572,
Arab World,1980,9.604240417,
Arab World,1981,10.18299961,
Arab World,1982,10.55512047,
Arab World,1983,10.73174,
Arab World,1984,11.01675987,
Arab World,1985,11.02036953,
Arab World,1986,11.34041023,
Arab World,1987,11.39387035,
Arab World,1988,11.45440006,
Arab World,1989,11.11903,
Arab World,1990,11.1700201,
Arab World,1991,10.89175987,
Arab World,1992,11.49475956,
Arab World,1993,12.38010979,
Arab World,1994,12.98278999,
Arab World,1995,13.81888008,
Arab World,1996,14.79934978,
Arab World,1997,15.72509956,
Arab World,1998,16.5283699,
Arab World,1999,17.91176033,
Arab World,2000,18.16090012,
Arab World,2001,18.76543045,
Arab World,2002,19.56946945,
Arab World,2003,19.55899048,
Arab World,2004,20.69919014,
Arab World,2005,21.73147964,
Arab World,2006,22.19148064,
Arab World,2007,22.73653984,
Arab World,2008,23.43787003,
Arab World,2009,24.09880066,
Arab World,2010,24.76180077,
Arab World,2011,24.27387047,
Arab World,2012,25.77601051,
Arab World,2013,27.33033943,
Arab World,2014,28.17495918,
Argentina,1970,13.40614986,South America
Argentina,1971,15.37014961,South America
Argentina,1972,16.4440403,South America
Argentina,1973,19.48681068,South America
Argentina,1974,22.54319954,South America
Argentina,1975,26.71619034,South America
Argentina,1976,26.81933022,South America
Argentina,1977,23.87801933,South America
Argentina,1978,21.23912048,South America
Argentina,1979,22.13986969,South America
Argentina,1980,21.72821045,South America
Argentina,1981,23.17509079,South America
Argentina,1982,23.96018982,South America
Argentina,1983,24.99453926,South America
Argentina,1984,28.84490967,South America
Argentina,1985,35.64609909,South America
Argentina,1986,37.51216888,South America
Argentina,1987,39.27062988,South America
Argentina,1991,38.22399902,South America
Argentina,1994,36.78813934,South America
Argentina,1998,46.0893898,South America
Argentina,1999,47.97647858,South America
Argentina,2000,53.17573929,South America
Argentina,2001,58.33248901,South America
Argentina,2002,62.23300934,South America
Argentina,2003,64.80724335,South America
Argentina,2004,65.23638916,South America
Argentina,2005,63.78536987,South America
Argentina,2006,66.83110046,South America
Argentina,2007,66.35090637,South America
Argentina,2008,68.14135742,South America
Argentina,2009,70.53328705,South America
Argentina,2010,73.93920135,South America
Argentina,2011,77.45388794,South America
Argentina,2012,78.9728775,South America
Argentina,2013,79.98670197,South America
Argentina,2014,82.91738892,South America
Armenia,1986,17.56690025,Asia
Armenia,1988,18.79902077,Asia
Armenia,1989,20.45326996,Asia
Armenia,1990,23.24662018,Asia
Armenia,1991,25.42108917,Asia
Armenia,1992,25.40695953,Asia
Armenia,1993,23.06498909,Asia
Armenia,1994,19.11833954,Asia
Armenia,1995,19.01828957,Asia
Armenia,1996,16.81749916,Asia
Armenia,1997,22.4745903,Asia
Armenia,1998,33.10496902,Asia
Armenia,1999,34.6208992,Asia
Armenia,2000,34.85655975,Asia
Armenia,2001,32.81435013,Asia
Armenia,2002,35.23865891,Asia
Armenia,2003,36.20452118,Asia
Armenia,2004,36.79804993,Asia
Armenia,2005,38.36658859,Asia
Armenia,2006,41.76501846,Asia
Armenia,2007,44.3306694,Asia
Armenia,2008,46.59685135,Asia
Armenia,2009,49.14133835,Asia
Armenia,2010,50.64429855,Asia
Armenia,2011,51.00141907,Asia
Armenia,2012,43.9144783,Asia
Armenia,2013,43.31090164,Asia
Armenia,2014,44.25460815,Asia
Armenia,2015,44.30950165,Asia
Aruba,1999,28.06677055,North America
Aruba,2000,29.65608025,North America
Aruba,2001,29.05586052,North America
Aruba,2002,26.69796944,North America
Aruba,2003,26.7562809,North America
Aruba,2004,26.30441093,North America
Aruba,2005,31.68346977,North America
Aruba,2006,30.90319061,North America
Aruba,2007,33.92612839,North America
Aruba,2008,35.24048996,North America
Aruba,2009,35.36231995,North America
Aruba,2010,37.35770035,North America
Aruba,2011,38.73762131,North America
Aruba,2012,37.75569153,North America
Aruba,2013,16.19582939,North America
Aruba,2014,16.4054203,North America
Aruba,2015,15.27377987,North America
Australia,1970,15.76842022,Oceania
Australia,1971,17.03278923,Oceania
Australia,1972,18.30623055,Oceania
Australia,1973,19.50226974,Oceania
Australia,1974,21.71735001,Oceania
Australia,1975,23.17724991,Oceania
Australia,1976,23.9734993,Oceania
Australia,1977,24.34009933,Oceania
Australia,1978,24.68696976,Oceania
Australia,1979,24.91366005,Oceania
Australia,1980,25.07077026,Oceania
Australia,1981,25.50539017,Oceania
Australia,1982,25.56134987,Oceania
Australia,1983,26.27421951,Oceania
Australia,1984,26.90188026,Oceania
Australia,1985,27.78528023,Oceania
Australia,1986,29.35474014,Oceania
Australia,1987,29.4972496,Oceania
Australia,1988,31.27886963,Oceania
Australia,1989,32.40879822,Oceania
Australia,1990,35.08403015,Oceania
Australia,1991,38.01018143,Oceania
Australia,1992,39.38840866,Oceania
Australia,1993,65.06017303,Oceania
Australia,1994,66.48654175,Oceania
Australia,1995,70.20423889,Oceania
Australia,1996,75.16773224,Oceania
Australia,1997,80.4278183,Oceania
Australia,1998,68.47367859,Oceania
Australia,1999,67.28881073,Oceania
Australia,2000,67.03890991,Oceania
Australia,2001,67.00505066,Oceania
Australia,2002,75.75243378,Oceania
Australia,2003,73.39425659,Oceania
Australia,2004,71.69843292,Oceania
Australia,2005,72.29192352,Oceania
Australia,2006,71.48291779,Oceania
Australia,2007,72.51995087,Oceania
Australia,2008,72.91854095,Oceania
Australia,2009,76.76537323,Oceania
Australia,2010,80.91708374,Oceania
Australia,2011,83.47075653,Oceania
Australia,2012,85.41391754,Oceania
Australia,2013,86.55455017,Oceania
Australia,2014,90.3065033,Oceania
Austria,1971,12.21125031,Europe
Austria,1972,13.69206047,Europe
Austria,1973,15.13974953,Europe
Austria,1974,16.02931976,Europe
Austria,1975,16.71044922,Europe
Austria,1976,18.5812397,Europe
Austria,1977,19.3144207,Europe
Austria,1978,19.75102043,Europe
Austria,1979,20.45331955,Europe
Austria,1980,21.39269066,Europe
Austria,1981,22.32932091,Europe
Austria,1982,22.49537086,Europe
Austria,1983,23.02132988,Europe
Austria,1984,23.97761917,Europe
Austria,1985,25.56060982,Europe
Austria,1986,26.74003983,Europe
Austria,1987,27.85111046,Europe
Austria,1988,29.40320969,Europe
Austria,1989,30.62068939,Europe
Austria,1990,32.57228851,Europe
Austria,1991,34.73540878,Europe
Austria,1992,37.66069031,Europe
Austria,1993,39.82632828,Europe
Austria,1994,42.32712936,Europe
Austria,1995,45.04552841,Europe
Austria,1996,47.56636047,Europe
Austria,1997,49.64730072,Europe
Austria,1998,52.48339081,Europe
Austria,1999,54.51760864,Europe
Austria,2000,56.57257843,Europe
Austria,2001,56.80604172,Europe
Austria,2002,46.53516006,Europe
Austria,2003,46.42351913,Europe
Austria,2004,47.20038986,Europe
Austria,2005,47.78224182,Europe
Austria,2006,49.41302872,Europe
Austria,2007,51.22851944,Europe
Austria,2008,56.14997864,Europe
Austria,2009,60.71657944,Europe
Austria,2010,68.73217773,Europe
Austria,2011,71.0109024,Europe
Austria,2012,72.31488037,Europe
Austria,2013,80.38678741,Europe
Austria,2014,79.99864197,Europe
Austria,2015,81.54051208,Europe
Azerbaijan,1981,23.84296036,Asia
Azerbaijan,1986,24.38806915,Asia
Azerbaijan,1988,25.10750961,Asia
Azerbaijan,1989,23.97125053,Asia
Azerbaijan,1990,23.34831047,Asia
Azerbaijan,1991,23.65213013,Asia
Azerbaijan,1992,24.28284073,Asia
Azerbaijan,1993,21.4721508,Asia
Azerbaijan,1994,18.74534988,Asia
Azerbaijan,1995,17.83369064,Asia
Azerbaijan,1996,17.56649971,Asia
Azerbaijan,1997,17.20255089,Asia
Azerbaijan,2006,19.78945923,Asia
Azerbaijan,2007,19.36459923,Asia
Azerbaijan,2008,19.04788971,Asia
Azerbaijan,2009,19.05771065,Asia
Azerbaijan,2010,19.26004028,Asia
Azerbaijan,2011,19.64731026,Asia
Azerbaijan,2012,20.4384594,Asia
Azerbaijan,2013,21.44042969,Asia
Azerbaijan,2014,23.15973091,Asia
Azerbaijan,2015,25.48320007,Asia
Bahamas,1977,30.13203049,North America
Bahamas,1978,27.53458023,North America
Bahamas,1979,25.74852943,North America
Bahamas,1980,18.71833038,North America
Bahamas,1981,16.35172081,North America
Bahamas,1982,15.19962978,North America
Bahamas,1983,11.63673019,North America
Bahamas,1984,13.54891968,North America
Bahamas,1985,15.00415993,North America
Bahamas,1986,17.45377922,North America
Bahamas,1987,19.36623955,North America
Bahamas,1988,20.94272041,North America
Bahamas,1995,15.05303001,North America
Bahrain,1971,1.513560057,Asia
Bahrain,1972,1.432240009,Asia
Bahrain,1973,1.432469964,Asia
Bahrain,1974,2.239300013,Asia
Bahrain,1975,2.238430023,Asia
Bahrain,1976,2.194890022,Asia
Bahrain,1977,3.520760059,Asia
Bahrain,1978,3.251620054,Asia
Bahrain,1979,2.764270067,Asia
Bahrain,1980,3.223119974,Asia
Bahrain,1981,4.678649902,Asia
Bahrain,1982,5.886919975,Asia
Bahrain,1985,12.16149998,Asia
Bahrain,1986,12.71714973,Asia
Bahrain,1987,9.544130325,Asia
Bahrain,1988,13.29312992,Asia
Bahrain,1991,17.22944069,Asia
Bahrain,1992,16.95248985,Asia
Bahrain,1993,17.55381966,Asia
Bahrain,1994,16.76971054,Asia
Bahrain,1995,16.56093025,Asia
Bahrain,1996,17.60573959,Asia
Bahrain,1999,21.64746094,Asia
Bahrain,2003,27.94310951,Asia
Bahrain,2005,23.95824051,Asia
Bahrain,2006,22.79460907,Asia
Bahrain,2011,43.96572113,Asia
Bahrain,2012,43.18819046,Asia
Bahrain,2013,39.52645874,Asia
Bahrain,2014,41.30863953,Asia
Bahrain,2015,43.26322937,Asia
Bangladesh,1970,2.131910086,Asia
Bangladesh,1972,2.458359957,Asia
Bangladesh,1973,2.569000006,Asia
Bangladesh,1974,3.363339901,Asia
Bangladesh,1976,2.781909943,Asia
Bangladesh,1977,2.976020098,Asia
Bangladesh,1978,2.358850002,Asia
Bangladesh,1979,3.313230038,Asia
Bangladesh,1980,3.189549923,Asia
Bangladesh,1981,3.036600113,Asia
Bangladesh,1982,3.72874999,Asia
Bangladesh,1983,4.580029964,Asia
Bangladesh,1984,4.926589966,Asia
Bangladesh,1985,4.982689857,Asia
Bangladesh,1986,4.843900204,Asia
Bangladesh,1987,4.190859795,Asia
Bangladesh,1988,3.600169897,Asia
Bangladesh,1989,3.560930014,Asia
Bangladesh,1990,4.088009834,Asia
Bangladesh,1999,5.456560135,Asia
Bangladesh,2000,5.445340157,Asia
Bangladesh,2001,6.426919937,Asia
Bangladesh,2002,6.130790234,Asia
Bangladesh,2003,6.177800179,Asia
Bangladesh,2004,5.694300175,Asia
Bangladesh,2005,6.235270023,Asia
Bangladesh,2006,7.121930122,Asia
Bangladesh,2007,7.678040028,Asia
Bangladesh,2008,8.607930183,Asia
Bangladesh,2009,10.52058029,Asia
Bangladesh,2011,13.28069019,Asia
Bangladesh,2012,13.38656044,Asia
Bangladesh,2014,13.44079971,Asia
Barbados,1971,3.208709955,North America
Barbados,1972,4.211559772,North America
Barbados,1973,5.101550102,North America
Barbados,1974,5.543379784,North America
Barbados,1981,14.41849995,North America
Barbados,1982,17.57233047,North America
Barbados,1984,18.62751961,North America
Barbados,1985,19.36499977,North America
Barbados,1989,16.81125069,North America
Barbados,1990,16.75488091,North America
Barbados,1991,26.12435913,North America
Barbados,1992,27.39311981,North America
Barbados,1993,25.50795937,North America
Barbados,1999,34.97016144,North America
Barbados,2000,40.58102036,North America
Barbados,2001,39.82331848,North America
Barbados,2007,59.74332047,North America
Barbados,2009,75.71624756,North America
Barbados,2010,69.81481171,North America
Barbados,2011,65.43222809,North America
Belarus,1971,40.93048859,Europe
Belarus,1976,37.03194046,Europe
Belarus,1980,37.80643082,Europe
Belarus,1981,39.22813034,Europe
Belarus,1982,39.55479813,Europe
Belarus,1983,40.74359131,Europe
Belarus,1984,42.05500031,Europe
Belarus,1985,43.7447319,Europe
Belarus,1986,44.74734879,Europe
Belarus,1987,45.76441956,Europe
Belarus,1988,46.70534134,Europe
Belarus,1989,47.33892059,Europe
Belarus,1990,48.77965927,Europe
Belarus,1991,47.65230179,Europe
Belarus,1992,43.8624115,Europe
Belarus,1993,43.34128952,Europe
Belarus,1994,41.43178177,Europe
Belarus,1995,40.50616074,Europe
Belarus,1996,44.69694138,Europe
Belarus,1997,45.36336136,Europe
Belarus,1998,49.4004097,Europe
Belarus,1999,52.30474854,Europe
Belarus,2000,54.61008072,Europe
Belarus,2001,56.89664841,Europe
Belarus,2002,59.36820984,Europe
Belarus,2003,62.12060928,Europe
Belarus,2004,64.34111786,Europe
Belarus,2005,67.0785675,Europe
Belarus,2006,69.44774628,Europe
Belarus,2007,71.59916687,Europe
Belarus,2008,71.24411774,Europe
Belarus,2009,74.45832062,Europe
Belarus,2010,79.42101288,Europe
Belarus,2011,85.70139313,Europe
Belarus,2012,90.43713379,Europe
Belarus,2013,91.0297699,Europe
Belarus,2014,88.85703278,Europe
Belarus,2015,87.94074249,Europe
Belgium,1971,16.86411095,Europe
Belgium,1972,17.37737083,Europe
Belgium,1973,19.42843056,Europe
Belgium,1974,20.45516014,Europe
Belgium,1975,20.7282505,Europe
Belgium,1978,24.00634003,Europe
Belgium,1979,25.26453018,Europe
Belgium,1980,24.82541084,Europe
Belgium,1981,24.32407951,Europe
Belgium,1982,26.33540916,Europe
Belgium,1983,27.13496017,Europe
Belgium,1984,28.22407913,Europe
Belgium,1985,30.95516014,Europe
Belgium,1986,31.76913071,Europe
Belgium,1987,33.19422913,Europe
Belgium,1988,34.3397789,Europe
Belgium,1989,36.04117966,Europe
Belgium,1990,38.33956146,Europe
Belgium,1991,39.91775131,Europe
Belgium,1993,45.82558823,Europe
Belgium,1994,48.89458847,Europe
Belgium,1995,54.39588165,Europe
Belgium,1996,56.23701096,Europe
Belgium,1999,56.69519043,Europe
Belgium,2000,57.5497818,Europe
Belgium,2001,58.24526978,Europe
Belgium,2002,59.11626816,Europe
Belgium,2003,59.86478043,Europe
Belgium,2004,61.24803162,Europe
Belgium,2005,61.40420151,Europe
Belgium,2006,61.95885849,Europe
Belgium,2007,61.34976959,Europe
Belgium,2008,62.10216904,Europe
Belgium,2009,65.19814301,Europe
Belgium,2010,67.71092224,Europe
Belgium,2011,69.72563171,Europe
Belgium,2012,71.24436951,Europe
Belgium,2013,72.30957031,Europe
Belgium,2014,73.31880188,Europe
Belgium,2015,75.03682709,Europe
Belize,1971,1.03271997,North America
Belize,1972,0.845669985,North America
Belize,1974,0.895399988,North America
Belize,1975,0.941709995,North America
Belize,2001,14.66629982,North America
Belize,2002,16.50700951,North America
Belize,2003,15.8401804,North America
Belize,2004,15.40738964,North America
Belize,2005,16.0301609,North America
Belize,2006,17.03046036,North America
Belize,2007,18.18984032,North America
Belize,2008,19.10354042,North America
Belize,2009,22.41007996,North America
Belize,2010,21.87334061,North America
Belize,2011,21.92108917,North America
Belize,2012,24.33289909,North America
Belize,2013,24.18479919,North America
Belize,2015,23.29034996,North America
Benin,1971,0.129160002,Africa
Benin,1972,0.236819997,Africa
Benin,1973,0.431349993,Africa
Benin,1974,0.709200025,Africa
Benin,1975,0.684800029,Africa
Benin,1976,0.740019977,Africa
Benin,1977,0.983739972,Africa
Benin,1978,1.087190032,Africa
Benin,1979,0.964129984,Africa
Benin,1980,1.048689961,Africa
Benin,1981,1.438899994,Africa
Benin,1982,1.710540056,Africa
Benin,1983,1.853839993,Africa
Benin,1984,1.917160034,Africa
Benin,1985,1.984300017,Africa
Benin,1986,2.377569914,Africa
Benin,1987,2.25545001,Africa
Benin,1988,2.188829899,Africa
Benin,1989,2.328530073,Africa
Benin,1990,2.122479916,Africa
Benin,1991,2.420840025,Africa
Benin,1992,2.271150112,Africa
Benin,1993,2.048609972,Africa
Benin,1994,2.091589928,Africa
Benin,1995,2.089649916,Africa
Benin,1996,2.06137991,Africa
Benin,1997,2.51079011,Africa
Benin,1999,3.229629993,Africa
Benin,2000,3.681040049,Africa
Benin,2001,4.464389801,Africa
Benin,2002,5.264689922,Africa
Benin,2003,5.819910049,Africa
Benin,2004,5.872039795,Africa
Benin,2005,5.784349918,Africa
Benin,2006,6.641930103,Africa
Benin,2007,7.903719902,Africa
Benin,2008,7.78704977,Africa
Benin,2009,9.870059967,Africa
Benin,2010,13.25990963,Africa
Benin,2011,12.36511993,Africa
Benin,2012,13.42121983,Africa
Benin,2013,15.36277962,Africa
Bermuda,1979,7.699180126,North America
Bermuda,1980,9.963100433,North America
Bermuda,1981,10.59972,North America
Bermuda,2006,30.01988029,North America
Bermuda,2007,26.17432976,North America
Bermuda,2008,25.92593002,North America
Bermuda,2009,32.11095047,North America
Bermuda,2010,29.8167305,North America
Bermuda,2011,31.16543961,North America
Bermuda,2012,30.80260086,North America
Bermuda,2013,29.56159973,North America
Bermuda,2014,27.45973015,North America
Bermuda,2015,24.30069923,North America
Bhutan,1978,0.404929996,Asia
Bhutan,1979,0.74138999,Asia
Bhutan,1980,0.881900012,Asia
Bhutan,1983,0.738990009,Asia
Bhutan,1999,2.746309996,Asia
Bhutan,2005,4.743850231,Asia
Bhutan,2006,4.987659931,Asia
Bhutan,2007,5.398439884,Asia
Bhutan,2008,6.461229801,Asia
Bhutan,2009,6.277480125,Asia
Bhutan,2010,7.007679939,Asia
Bhutan,2011,8.741559982,Asia
Bhutan,2012,9.441300392,Asia
Bhutan,2013,10.92693043,Asia
Bolivia,1970,8.36534977,South America
Bolivia,1971,7.534870148,South America
Bolivia,1972,6.976210117,South America
Bolivia,1973,7.454810143,South America
Bolivia,1974,9.276350021,South America
Bolivia,1989,20.30830956,South America
Bolivia,1996,24.93843079,South America
Bolivia,1998,28.71236992,South America
Bolivia,1999,31.08946037,South America
Bolivia,2000,33.56229019,South America
Bolivia,2001,35.72240829,South America
Bolivia,2002,36.19218063,South America
Bolivia,2003,38.72576141,South America
Bolivia,2004,39.09473038,South America
Bolivia,2007,38.39057159,South America
Bosnia and Herzegovina,2000,20.95005035,Europe
Bosnia and Herzegovina,2001,22.45634079,Europe
Bosnia and Herzegovina,2002,22.1083107,Europe
Botswana,1970,0,Africa
Botswana,1971,0,Africa
Botswana,1972,0.287409991,Africa
Botswana,1973,0.332060009,Africa
Botswana,1974,0.370570004,Africa
Botswana,1975,0.573189974,Africa
Botswana,1976,0.620350003,Africa
Botswana,1977,0.709010005,Africa
Botswana,1978,0.843069971,Africa
Botswana,1979,0.923340023,Africa
Botswana,1980,1.12451005,Africa
Botswana,1981,1.184599996,Africa
Botswana,1982,1.340469956,Africa
Botswana,1983,1.426509976,Africa
Botswana,1984,1.64241004,Africa
Botswana,1985,1.832229972,Africa
Botswana,1986,2.186749935,Africa
Botswana,1987,2.437259912,Africa
Botswana,1991,4.185070038,Africa
Botswana,1993,4.936329842,Africa
Botswana,1994,5.36796999,Africa
Botswana,1995,5.072659969,Africa
Botswana,1996,5.442399979,Africa
Botswana,1998,5.794079781,Africa
Botswana,1999,6.120510101,Africa
Botswana,2000,6.879330158,Africa
Botswana,2001,7.4302001,Africa
Botswana,2002,7.757589817,Africa
Botswana,2003,9.00992012,Africa
Botswana,2004,9.492659569,Africa
Botswana,2005,9.166080475,Africa
Botswana,2006,10.00275993,Africa
Botswana,2007,10.18006992,Africa
Botswana,2008,14.17216015,Africa
Botswana,2009,21.72014046,Africa
Botswana,2010,19.17169952,Africa
Botswana,2011,17.13014984,Africa
Botswana,2012,21.11516953,Africa
Botswana,2014,25.03587914,Africa
Botswana,2015,27.53108978,Africa
Botswana,2016,23.4330101,Africa
Brazil,1999,16.08415985,South America
Brazil,2001,18.15427971,South America
Brazil,2002,20.69566917,South America
Brazil,2003,23.21698952,South America
Brazil,2004,24.49123955,South America
Brazil,2005,25.98962975,South America
Brazil,2007,30.78668976,South America
Brazil,2008,35.56209946,South America
Brazil,2009,37.03839874,South America
Brazil,2011,43.45983124,South America
Brazil,2012,45.2390213,South America
Brazil,2013,46.44657898,South America
Brazil,2014,49.27983856,South America
Brazil,2015,50.60491943,South America
British Virgin Islands,2002,47.43429184,North America
British Virgin Islands,2004,68.47498322,North America
British Virgin Islands,2009,62.48709869,North America
British Virgin Islands,2015,41.64149094,North America
Brunei,1977,1.951879978,Asia
Brunei,1979,2.161950111,Asia
Brunei,1983,1.013110042,Asia
Brunei,1984,2.886349916,Asia
Brunei,1986,2.914649963,Asia
Brunei,1987,4.317629814,Asia
Brunei,1992,5.399730206,Asia
Brunei,1993,5.570879936,Asia
Brunei,1994,5.820509911,Asia
Brunei,1998,9.778420448,Asia
Brunei,1999,12.01867962,Asia
Brunei,2000,12.69112968,Asia
Brunei,2001,14.2457304,Asia
Brunei,2002,13.98145962,Asia
Brunei,2003,14.16464043,Asia
Brunei,2004,14.93257999,Asia
Brunei,2005,14.83329964,Asia
Brunei,2006,14.75751972,Asia
Brunei,2007,15.24612045,Asia
Brunei,2008,15.95436001,Asia
Brunei,2009,16.97945023,Asia
Brunei,2010,15.65480995,Asia
Brunei,2011,17.62656021,Asia
Brunei,2012,22.55349922,Asia
Brunei,2013,24.28566933,Asia
Brunei,2014,31.72533989,Asia
Brunei,2015,30.84477997,Asia
Bulgaria,1971,14.28135014,Europe
Bulgaria,1972,15.54001045,Europe
Bulgaria,1973,17.18309975,Europe
Bulgaria,1974,18.08501053,Europe
Bulgaria,1975,19.12070084,Europe
Bulgaria,1976,19.51288033,Europe
Bulgaria,1977,19.84435081,Europe
Bulgaria,1978,22.09383965,Europe
Bulgaria,1979,18.33872032,Europe
Bulgaria,1980,17.15370941,Europe
Bulgaria,1981,16.18264008,Europe
Bulgaria,1982,15.70398998,Europe
Bulgaria,1983,15.46625996,Europe
Bulgaria,1984,16.03153038,Europe
Bulgaria,1985,17.06952095,Europe
Bulgaria,1986,18.73819923,Europe
Bulgaria,1987,20.78952026,Europe
Bulgaria,1988,22.58201027,Europe
Bulgaria,1989,25.04838943,Europe
Bulgaria,1990,26.19759941,Europe
Bulgaria,1991,31.03787041,Europe
Bulgaria,1992,30.44894981,Europe
Bulgaria,1993,31.91851997,Europe
Bulgaria,1994,33.68542099,Europe
Bulgaria,1995,36.51942825,Europe
Bulgaria,1996,41.08354187,Europe
Bulgaria,1997,43.17401123,Europe
Bulgaria,1998,43.07300186,Europe
Bulgaria,1999,45.20162964,Europe
Bulgaria,2000,44.49129868,Europe
Bulgaria,2001,43.01794052,Europe
Bulgaria,2002,40.86594009,Europe
Bulgaria,2003,41.52048111,Europe
Bulgaria,2004,41.93650818,Europe
Bulgaria,2005,44.27005005,Europe
Bulgaria,2006,45.81988907,Europe
Bulgaria,2007,49.52777863,Europe
Bulgaria,2008,51.35054016,Europe
Bulgaria,2009,54.11346054,Europe
Bulgaria,2010,58.01100159,Europe
Bulgaria,2011,59.62535858,Europe
Bulgaria,2012,62.74134064,Europe
Bulgaria,2013,66.53833771,Europe
Bulgaria,2014,70.78562927,Europe
Bulgaria,2015,73.93419647,Europe
Burkina Faso,1971,0.03754,Africa
Burkina Faso,1972,0.04693,Africa
Burkina Faso,1973,0.054949999,Africa
Burkina Faso,1974,0.08602,Africa
Burkina Faso,1975,0.101199999,Africa
Burkina Faso,1976,0.201790005,Africa
Burkina Faso,1977,0.183339998,Africa
Burkina Faso,1978,0.222760007,Africa
Burkina Faso,1979,0.229230002,Africa
Burkina Faso,1980,0.21322,Africa
Burkina Faso,1981,0.278349996,Africa
Burkina Faso,1982,0.426149994,Africa
Burkina Faso,1983,0.500909984,Africa
Burkina Faso,1984,0.539619982,Africa
Burkina Faso,1985,0.593140006,Africa
Burkina Faso,1986,0.611819983,Africa
Burkina Faso,1987,0.63894999,Africa
Burkina Faso,1988,0.678569973,Africa
Burkina Faso,1989,0.754429996,Africa
Burkina Faso,1990,0.756060004,Africa
Burkina Faso,1991,0.700980008,Africa
Burkina Faso,1992,0.930050015,Africa
Burkina Faso,1993,1.081940055,Africa
Burkina Faso,1994,1.054250002,Africa
Burkina Faso,1995,1.097779989,Africa
